PMK1, -7, 6.9
PMK3, 84, 97.9
PMK4, 87, 117.9
PMK5, 91, 106.9
PMK6, 91, 99.9
PMK7, 100, 103.9
PMK9, 125, 150.9
PMK10, 157, 193.9
PMK11, 170, 188.9
PMK12, 187, 209.9
PMK13, 185, 203.9
PMK14, 227, 252.9
PMK15, 231, 236.9
PMK16, 235, 251.9
PMK17, 255, 260.9
PMK18, 259, 289.9
PMK19, 265, 283.9
PMK20, 268, 283.9
PMK21, 275, 326.9
PMK22, 299, 322.9
PMK23, 308, 315.9
PMK24, 309, 314.9
PMK25, 310, 313.9
PMK26, 311, 324.9
H30, 76, 103.9
