Sample	posterior	likelihood	prior	treeLikelihood.AMR-seqsim	treeHeight.t:AMR-seqsim	treeLength.t:AMR-seqsim	Tree.t:AMR-seqsim.count_Resistant_to_Sensitive	Tree.t:AMR-seqsim.count_Sensitive_to_Resistant	Tree.t:AMR-seqsim.count_Resistant	Tree.t:AMR-seqsim.count_Sensitive	rootTypeLogger.t:AMR-seqsim	R0.t:AMR-seqsim1	R0.t:AMR-seqsim2	samplingProportion.t:AMR-seqsim1	samplingProportion.t:AMR-seqsim2	samplingProportion.t:AMR-seqsim3	samplingProportion.t:AMR-seqsim4	becomeUninfectiousRate.t:AMR-seqsim1	becomeUninfectiousRate.t:AMR-seqsim2	rateMatrix.t:AMR-seqsim1	rateMatrix.t:AMR-seqsim2	geo-frequencies.t:AMR-seqsim1	geo-frequencies.t:AMR-seqsim2	clockRate.c:AMR-seqsim	kappa.s:AMR-seqsim	freqParameter.s:AMR-seqsim1	freqParameter.s:AMR-seqsim2	freqParameter.s:AMR-seqsim3	freqParameter.s:AMR-seqsim4
434000	-8927.978571154983	-8519.80434168483	-408.17422947015183	-8519.80434168483	10.147891441369023	221.5084193929959	72	45	1	99	0	0.04525908455200923	2.6085214519844344	0.0	0.3862918339261989	0.0	0.15271894156732993	0.585705058292137	0.585705058292137	1.5119009896769289	0.48627277641614114	0.8501454473152981	0.14985455268470219	0.004532506961845042	2.628818487809811	0.2521321943944281	0.23981626932608466	0.2585284601453071	0.2495230761341801
435000	-8922.525769324246	-8515.921856731966	-406.60391259228004	-8515.921856731966	10.350393522896645	218.41806530251552	68	41	1	99	0	0.06308547303053114	2.2756366778902164	0.0	0.5403608728480476	0.0	0.23364657716202	0.5354947835990302	0.5354947835990302	1.1079035820883054	0.35753907142136293	0.8501454473152981	0.14985455268470219	0.0049657910535485395	2.628818487809811	0.2521321943944281	0.23981626932608466	0.2585284601453071	0.2495230761341801
436000	-8919.573297281193	-8512.876524614003	-406.69677266718935	-8512.876524614003	10.089503749792375	218.9103762999033	65	38	1	99	0	0.03456237790369011	2.7867882249370135	0.0	0.5136901463224829	0.0	0.31549631143104057	0.4746431705597303	0.4746431705597303	0.7815865713609189	0.34663758145204615	0.8501454473152981	0.14985455268470219	0.0050402480305410035	2.628818487809811	0.2521321943944281	0.23981626932608466	0.2585284601453071	0.2495230761341801
437000	-8927.830412339901	-8519.798368805528	-408.0320435343737	-8519.798368805528	9.220397817269776	216.82270220649798	65	39	2	98	0	0.01279908146787667	3.3262480536998402	0.0	0.37614127448076734	0.0	0.20363459708759263	0.539107274574558	0.539107274574558	0.8287782632017099	0.4782627993986301	0.8501454473152981	0.14985455268470219	0.005020587253255627	2.628818487809811	0.2521321943944281	0.23981626932608466	0.2585284601453071	0.2495230761341801
438000	-8915.980672710077	-8522.286274475813	-393.6943982342628	-8522.286274475813	9.791529507582865	216.12772615177101	58	32	2	98	0	0.08114334436976381	2.9991869380767113	0.0	0.33217921143571866	0.0	0.13515412584167633	0.5161056299010146	0.5161056299010146	0.8112804468098324	0.40014024050106534	0.8501454473152981	0.14985455268470219	0.004579125639759286	2.628818487809811	0.2521321943944281	0.25116618759431936	0.24717854187707242	0.2495230761341801
439000	-8926.831442198956	-8522.361997567412	-404.4694446315445	-8522.361997567412	10.643312092487689	220.68791547969357	62	36	2	98	0	0.03981020965173392	3.0873717835092633	0.0	0.4022645841230384	0.0	0.18185828217239608	0.4797796522332091	0.4797796522332091	0.8837825586059029	0.3979359895141699	0.8501454473152981	0.14985455268470219	0.004901930829994343	2.628818487809811	0.2521321943944281	0.25116618759431936	0.24717854187707242	0.2495230761341801
440000	-8933.017531435615	-8521.269710727423	-411.7478207081921	-8521.269710727423	11.739518306661209	223.01789202606633	60	34	2	98	0	0.0861705794532148	2.8207986254672712	0.0	0.4709189557970035	0.0	0.2153880826240726	0.5280201740410597	0.5280201740410597	0.9333232396968756	0.44760022082986334	0.8501454473152981	0.14985455268470219	0.004409531872756789	2.628818487809811	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
441000	-8935.98628468672	-8526.981009338708	-409.0052753480119	-8526.981009338708	10.322040643653844	216.95617248053284	70	43	1	99	0	0.019376330715899566	2.3710160555458	0.0	0.5543376950633	0.0	0.2483806824366217	0.5670975680528251	0.5670975680528251	1.2961953938822177	0.4821692272759859	0.8501454473152981	0.14985455268470219	0.004882015837027798	2.628818487809811	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
442000	-8933.826069367968	-8521.272988548779	-412.5530808191885	-8521.272988548779	9.810595431381804	217.2885731314643	74	47	1	99	0	0.005563923528116654	2.7090242472409622	0.0	0.32913344666040995	0.0	0.2369759572875277	0.5428596074518615	0.5428596074518615	0.6895393310683551	0.44503219397188337	0.8501454473152981	0.14985455268470219	0.005069602760204679	2.628818487809811	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
443000	-8926.761443435254	-8515.031489400988	-411.7299540342665	-8515.031489400988	9.655225588275039	213.2426767407826	75	48	1	99	0	0.009738420793428185	3.163861613828965	0.0	0.2321449754981868	0.0	0.2096557957581836	0.4995823260833688	0.4995823260833688	0.8847129509855672	0.572605859637029	0.8168532367291036	0.18314676327089668	0.0050212313383060665	2.628818487809811	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
444000	-8927.034328696736	-8515.530141444888	-411.50418725184846	-8515.530141444888	9.446634217478445	213.34831850369042	71	44	1	99	0	0.015012852462434733	3.2759726242863287	0.0	0.3789378517564765	0.0	0.2546824687467615	0.4747614043018673	0.4747614043018673	0.5592434663760687	0.4691839021400864	0.8168532367291036	0.18314676327089668	0.004788335226542255	2.628818487809811	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
445000	-8929.662172455179	-8512.812306986996	-416.84986546818203	-8512.812306986996	11.037679633759616	218.22388578156585	75	48	1	99	0	0.012228998269502167	2.973146016877722	0.0	0.5982841126759377	0.0	0.24420197922805328	0.43141589032621236	0.43141589032621236	1.3480463988902058	0.4828629266224538	0.8168532367291036	0.18314676327089668	0.005109518581472796	2.8141690282735645	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
446000	-8927.597136282287	-8512.968966327287	-414.62816995500043	-8512.968966327287	10.405341873082094	214.42007012647161	91	64	1	99	0	0.005280446750066624	2.373086049370412	0.0	0.7537388363684185	0.0	0.30673863265254253	0.48437548327401303	0.48437548327401303	2.0867281027280105	0.5408448832747147	0.8168532367291036	0.18314676327089668	0.004785790913959099	2.8141690282735645	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
447000	-8920.917247780726	-8519.365503326635	-401.5517444540916	-8519.365503326635	11.091999080218242	216.01671647731095	82	55	1	99	0	0.022488901015601262	2.508988522084965	0.0	0.6155133365177269	0.0	0.25835464823562204	0.5302996687726699	0.5302996687726699	1.9947566071477627	0.48803266667786654	0.9105089993043518	0.08949100069564851	0.004915271360231269	2.8141690282735645	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
448000	-8926.643689506125	-8518.108619167844	-408.5350703382811	-8518.108619167844	9.467809146295135	211.8095705191563	84	57	1	99	0	0.01659929011806019	2.604201422084679	0.0	0.8087894638617447	0.0	0.2381420022671611	0.4545490049785469	0.4545490049785469	2.4667510911267994	0.44376049364365716	0.9105089993043518	0.08949100069564851	0.005041065053244098	2.5036002335828003	0.2521321943944281	0.25315720686481213	0.24717854187707242	0.24753205686368732
449000	-8934.498466771895	-8521.675983428968	-412.82248334292615	-8521.675983428968	9.830429079043661	215.02917158774858	97	71	2	98	0	0.11477231914980948	2.604603892928647	0.0	0.7317693690609292	0.0	0.2683716210636281	0.4965406919756511	0.4965406919756511	2.330710515053951	0.49092462139398	0.9105089993043518	0.08949100069564851	0.00514924080323174	2.5036002335828003	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
450000	-8938.259251240765	-8517.784051175377	-420.47520006538707	-8517.784051175377	10.513101501232159	216.506821817064	99	74	4	96	1	0.6223048707808323	2.616527805326743	0.0	0.38293108331348524	0.0	0.2690044797373822	0.5113263324407071	0.5113263324407071	2.48932033049059	0.5210689750707714	0.16520874870420413	0.8347912512957962	0.004749900824074698	2.5036002335828003	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
451000	-8937.597865238587	-8518.56148840528	-419.03637683330766	-8518.56148840528	10.155812250183	210.61638339747532	96	70	3	97	1	0.4400302309811343	2.550622730514321	0.0	0.6462462951227735	0.0	0.24879428848343296	0.5045066635305764	0.5045066635305764	1.7880139834298843	0.5247502928720039	0.16520874870420413	0.8347912512957962	0.004772016651535374	2.5036002335828003	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
452000	-8934.952528100412	-8518.081312317732	-416.87121578267954	-8518.081312317732	9.569331182451338	208.06771693974534	93	68	4	96	1	0.4838189870594777	2.76100131099061	0.0	0.5106933055961342	0.0	0.3234786467273805	0.4882145977747058	0.4882145977747058	1.696616337474096	0.6081868423375788	0.16520874870420413	0.8347912512957962	0.0049265902151382655	2.5036002335828003	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
453000	-8952.980511454767	-8522.87478697812	-430.1057244766478	-8522.87478697812	10.352510456761491	212.9018366465479	88	65	5	95	0	0.45762403665046036	2.997916093153807	0.0	0.20991065288908548	0.0	0.13646170912572708	0.5512410064009456	0.5512410064009456	1.1091921608069046	0.5458219187588251	0.16520874870420413	0.8347912512957962	0.004833795719396547	2.5036002335828003	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
454000	-8948.716872327806	-8527.63381749409	-421.08305483371663	-8527.63381749409	9.555768934252828	209.48655420874536	85	59	3	97	1	0.4842174670190767	2.860452791308636	0.0	0.34583531611132845	0.0	0.32269388607853344	0.49310060306226655	0.49310060306226655	1.1715617123628654	0.6972867359910804	0.16520874870420413	0.8347912512957962	0.005046141392352565	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
455000	-8941.175482516373	-8525.638144735542	-415.5373377808315	-8525.638144735542	9.04665047369165	203.3261113614135	85	59	3	97	1	0.3603881467837301	3.241071493575644	0.0	0.2476944534996009	0.0	0.2506882200116883	0.5070631963600001	0.5070631963600001	1.023370746462074	0.609086862415557	0.16520874870420413	0.8347912512957962	0.005061818439445917	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
456000	-8931.345036212473	-8526.248018368082	-405.0970178443905	-8526.248018368082	9.60823680468647	203.92802169092633	85	57	1	99	1	0.32023718379121413	3.3356594435876734	0.0	0.28957482666917617	0.0	0.20950555224196973	0.5121877479573186	0.5121877479573186	1.2273818401886576	0.7314517008449279	0.16520874870420413	0.8347912512957962	0.0052641076424477145	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
457000	-8935.191950389159	-8526.11872598949	-409.07322439966885	-8526.11872598949	9.619369611283105	202.9400613630429	85	58	2	98	1	0.05739074482600857	3.3656548285066155	0.0	0.3926464847189513	0.0	0.33090857027629206	0.46702192265642467	0.46702192265642467	1.1807041706992871	0.6595500248656813	0.16520874870420413	0.8347912512957962	0.0051499197679803444	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
458000	-8940.658515475201	-8524.40062146588	-416.2578940093214	-8524.40062146588	9.944284546781638	206.59189540649442	80	54	2	98	0	0.20394951602280761	3.115630215609376	0.0	0.5659383068597795	0.0	0.32447592891312055	0.5007409548643953	0.5007409548643953	1.2541048267897865	0.6302287221266594	0.16520874870420413	0.8347912512957962	0.005086276550695696	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
459000	-8941.767304659283	-8523.498475887123	-418.26882877216	-8523.498475887123	9.102881745059033	206.16966024055142	93	67	2	98	0	0.23386112233669756	3.3209417465966684	0.0	0.3564368474157565	0.0	0.33447396861573453	0.44588812692989727	0.44588812692989727	1.083126140805691	0.7168139958318246	0.16520874870420413	0.8347912512957962	0.0051456396789426664	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
460000	-8951.175738626882	-8523.561204631944	-427.6145339949382	-8523.561204631944	10.620155680755122	211.112609750297	106	79	2	98	1	0.19835557311475838	3.466005371601004	0.0	0.28047704500925374	0.0	0.28949237158018254	0.5085511298660366	0.5085511298660366	1.173963266925808	0.869715299257646	0.16520874870420413	0.8347912512957962	0.005125208680532026	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
461000	-8939.321501360166	-8521.166582330552	-418.15491902961423	-8521.166582330552	8.78589398576447	207.38343183144855	82	56	3	97	1	0.34150903673610067	3.3419633914690077	0.0	0.4744661204747493	0.0	0.32013438882267115	0.4521564630787779	0.4521564630787779	1.3734323388476555	0.5781839822638402	0.16520874870420413	0.8347912512957962	0.005142469900429177	2.446930492137774	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
462000	-8937.293364978854	-8524.573993415053	-412.7193715637999	-8524.573993415053	9.421150376709168	208.82233303245232	85	57	1	99	1	0.34838754518561654	2.7631501628134463	0.0	0.4022603257076084	0.0	0.2385505949076028	0.5311667081819761	0.5311667081819761	1.35819864690764	0.4712937069183664	0.16520874870420413	0.8347912512957962	0.0047719823790745	3.0052011094910527	0.23869321944684663	0.26598115772225506	0.24717854187707242	0.24814708095382584
463000	-8939.086626615073	-8523.409918654952	-415.67670796012203	-8523.409918654952	9.548357549118345	209.6418265995793	77	52	3	97	0	0.1235580064621045	3.2443584800342022	0.0	0.40950224186764256	0.0	0.21653150178322356	0.47728206253286093	0.47728206253286093	1.1371607964328052	0.4617973765329294	0.16520874870420413	0.8347912512957962	0.0051919706251970545	3.0052011094910527	0.23869321944684663	0.2564028731099723	0.24717854187707242	0.25772536556610864
