AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Alabama,All,2019-20,40,5.1,0,48,946,null
State,Alabama,All,2019-20,41,3.9,0,36,933,null
State,Alabama,All,2019-20,42,4.4,0,44,"1,002",null
State,Alabama,All,2019-20,43,4.3,2,40,983,null
State,Alabama,All,2019-20,44,5.5,2,50,947,null
State,Alabama,All,2019-20,45,5,0,52,"1,030",null
State,Alabama,All,2019-20,46,6.1,0,65,"1,070",null
State,Alabama,All,2019-20,47,4.4,3,42,"1,013",null
State,Alabama,All,2019-20,48,7.5,2,73,996,null
State,Alabama,All,2019-20,49,5.5,2,53,995,null
State,Alabama,All,2019-20,50,5.8,2,56,998,null
State,Alabama,All,2019-20,51,5.7,2,51,938,null
State,Alabama,All,2019-20,52,5.4,2,41,792,null
State,Alabama,All,2019-20,1,6.7,5,37,629,null
State,Alaska,All,2019-20,40,6.6,0,6,91,null
State,Alaska,All,2019-20,41,7.5,0,7,93,null
State,Alaska,All,2019-20,42,3.2,0,3,94,null
State,Alaska,All,2019-20,43,5.9,0,4,68,null
State,Alaska,All,2019-20,44,6,0,5,84,null
State,Alaska,All,2019-20,45,6.5,0,6,92,null
State,Alaska,All,2019-20,46,1.3,0,1,79,null
State,Alaska,All,2019-20,47,4.4,0,4,90,null
State,Alaska,All,2019-20,48,5.5,0,5,91,null
State,Alaska,All,2019-20,49,7.3,1,5,82,null
State,Alaska,All,2019-20,50,1.4,0,1,70,null
State,Alaska,All,2019-20,51,1.9,0,1,53,null
State,Alaska,All,2019-20,52,10.9,0,5,46,null
State,Alaska,All,2019-20,1,6.9,0,2,29,null
State,Arizona,All,2019-20,40,4.5,0,50,"1,105",null
State,Arizona,All,2019-20,41,4.6,2,49,"1,111",null
State,Arizona,All,2019-20,42,4.7,2,51,"1,139",null
State,Arizona,All,2019-20,43,5.4,1,53,"1,008",null
State,Arizona,All,2019-20,44,5.5,1,61,"1,123",null
State,Arizona,All,2019-20,45,4.9,0,60,"1,235",null
State,Arizona,All,2019-20,46,5.9,0,69,"1,168",null
State,Arizona,All,2019-20,47,5.2,1,60,"1,183",null
State,Arizona,All,2019-20,48,4.8,2,51,"1,095",null
State,Arizona,All,2019-20,49,4.9,4,53,"1,168",null
State,Arizona,All,2019-20,50,6.9,2,75,"1,114",null
State,Arizona,All,2019-20,51,4.8,1,46,975,null
State,Arizona,All,2019-20,52,4.2,0,37,882,null
State,Arizona,All,2019-20,1,7.2,1,62,881,null
State,Arkansas,All,2019-20,40,4.5,0,26,577,null
State,Arkansas,All,2019-20,41,4.8,0,29,599,null
State,Arkansas,All,2019-20,42,5.5,0,34,621,null
State,Arkansas,All,2019-20,43,6.4,2,39,636,null
State,Arkansas,All,2019-20,44,4.7,0,28,602,null
State,Arkansas,All,2019-20,45,7,0,43,617,null
State,Arkansas,All,2019-20,46,6.1,1,40,668,null
State,Arkansas,All,2019-20,47,5.2,0,33,637,null
State,Arkansas,All,2019-20,48,4.8,0,31,646,null
State,Arkansas,All,2019-20,49,6,0,36,599,null
State,Arkansas,All,2019-20,50,5.3,2,31,626,null
State,Arkansas,All,2019-20,51,6.6,2,34,546,null
State,Arkansas,All,2019-20,52,6.7,2,36,568,null
State,Arkansas,All,2019-20,1,7.8,5,31,462,null
State,California,All,2019-20,40,5.3,1,261,"4,942",null
State,California,All,2019-20,41,6.2,0,303,"4,871",null
State,California,All,2019-20,42,5.8,2,288,"5,021",null
State,California,All,2019-20,43,6.1,2,306,"5,046",null
State,California,All,2019-20,44,6.2,3,314,"5,077",null
State,California,All,2019-20,45,6.4,5,329,"5,246",null
State,California,All,2019-20,46,5.7,2,288,"5,046",null
State,California,All,2019-20,47,6.1,3,306,"5,076",null
State,California,All,2019-20,48,5.8,9,286,"5,104",null
State,California,All,2019-20,49,6.9,13,358,"5,379",null
State,California,All,2019-20,50,6.7,9,335,"5,138",null
State,California,All,2019-20,51,6.8,11,323,"4,939",null
State,California,All,2019-20,52,6.6,11,279,"4,420",null
State,California,All,2019-20,1,8.3,27,321,"4,216",null
State,Colorado,All,2019-20,40,3.9,0,28,711,null
State,Colorado,All,2019-20,41,3.1,0,23,748,null
State,Colorado,All,2019-20,42,4.9,0,39,794,null
State,Colorado,All,2019-20,43,4.7,1,36,780,null
State,Colorado,All,2019-20,44,4.3,3,29,741,null
State,Colorado,All,2019-20,45,6,0,46,770,null
State,Colorado,All,2019-20,46,3.5,1,26,771,null
State,Colorado,All,2019-20,47,3,2,20,745,null
State,Colorado,All,2019-20,48,5.7,0,41,719,null
State,Colorado,All,2019-20,49,3.5,0,25,721,null
State,Colorado,All,2019-20,50,4.2,1,31,765,null
State,Colorado,All,2019-20,51,5.9,5,40,757,null
State,Colorado,All,2019-20,52,3,0,21,710,null
State,Colorado,All,2019-20,1,5.4,4,27,574,null
State,Connecticut,All,2019-20,40,6.9,0,9,131,null
State,Connecticut,All,2019-20,41,0,0,0,11,null
State,Connecticut,All,2019-20,42,0,0,0,14,null
State,Connecticut,All,2019-20,43,5.6,0,1,18,null
State,Connecticut,All,2019-20,44,0,0,0,9,null
State,Connecticut,All,2019-20,45,13.3,0,2,15,null
State,Connecticut,All,2019-20,46,6.7,0,1,15,null
State,Connecticut,All,2019-20,47,9.1,0,2,22,null
State,Connecticut,All,2019-20,48,11.8,0,2,17,null
State,Connecticut,All,2019-20,49,5,0,1,20,null
State,Connecticut,All,2019-20,50,0,0,0,12,null
State,Connecticut,All,2019-20,51,12.5,0,2,16,null
State,Connecticut,All,2019-20,52,9.1,0,1,11,null
State,Connecticut,All,2019-20,1,0,0,0,12,null
State,Delaware,All,2019-20,40,2.4,0,4,167,null
State,Delaware,All,2019-20,41,6.4,0,10,157,null
State,Delaware,All,2019-20,42,5.7,0,9,159,null
State,Delaware,All,2019-20,43,2.1,0,3,144,null
State,Delaware,All,2019-20,44,5,0,6,119,null
State,Delaware,All,2019-20,45,3.1,0,4,129,null
State,Delaware,All,2019-20,46,2.5,0,3,121,null
State,Delaware,All,2019-20,47,3.2,0,4,125,null
State,Delaware,All,2019-20,48,4.8,0,6,126,null
State,Delaware,All,2019-20,49,4.7,0,6,129,null
State,Delaware,All,2019-20,50,1.1,0,1,89,null
State,Delaware,All,2019-20,51,3.2,0,2,63,null
State,Delaware,All,2019-20,52,0,0,0,52,null
State,Delaware,All,2019-20,1,7.1,0,1,14,null
State,District of Columbia,All,2019-20,40,3.8,0,3,80,null
State,District of Columbia,All,2019-20,41,5.8,0,6,104,null
State,District of Columbia,All,2019-20,42,3.7,0,4,107,null
State,District of Columbia,All,2019-20,43,5.5,0,6,110,null
State,District of Columbia,All,2019-20,44,9.3,0,10,108,null
State,District of Columbia,All,2019-20,45,5.7,0,6,106,null
State,District of Columbia,All,2019-20,46,6.1,0,5,82,null
State,District of Columbia,All,2019-20,47,3.6,0,3,83,null
State,District of Columbia,All,2019-20,48,5.9,0,6,101,null
State,District of Columbia,All,2019-20,49,4.7,0,4,85,null
State,District of Columbia,All,2019-20,50,4.8,0,4,83,null
State,District of Columbia,All,2019-20,51,6,0,3,50,null
State,District of Columbia,All,2019-20,52,3.8,0,1,26,null
State,District of Columbia,All,2019-20,1,6.5,1,1,31,null
State,Florida,All,2019-20,40,4.8,0,183,"3,830",null
State,Florida,All,2019-20,41,4.6,0,178,"3,855",null
State,Florida,All,2019-20,42,5.1,3,188,"3,769",null
State,Florida,All,2019-20,43,5.8,3,214,"3,718",null
State,Florida,All,2019-20,44,5.8,6,218,"3,862",null
State,Florida,All,2019-20,45,5.9,4,230,"3,946",null
State,Florida,All,2019-20,46,5.1,10,194,"4,017",null
State,Florida,All,2019-20,47,5,3,195,"3,959",null
State,Florida,All,2019-20,48,4.9,7,188,"3,985",null
State,Florida,All,2019-20,49,5.7,5,233,"4,148",null
State,Florida,All,2019-20,50,5.4,6,220,"4,163",null
State,Florida,All,2019-20,51,5.4,9,199,"3,849",null
State,Florida,All,2019-20,52,6.1,10,206,"3,548",null
State,Florida,All,2019-20,1,5.8,23,163,"3,222",null
State,Georgia,All,2019-20,40,3.9,0,60,"1,555",null
State,Georgia,All,2019-20,41,4.3,1,65,"1,535",null
State,Georgia,All,2019-20,42,4.3,0,66,"1,533",null
State,Georgia,All,2019-20,43,3.6,2,55,"1,562",null
State,Georgia,All,2019-20,44,3.5,0,55,"1,584",null
State,Georgia,All,2019-20,45,4.8,0,76,"1,597",null
State,Georgia,All,2019-20,46,4.8,0,76,"1,583",null
State,Georgia,All,2019-20,47,4.3,1,71,"1,683",null
State,Georgia,All,2019-20,48,4.6,3,69,"1,574",null
State,Georgia,All,2019-20,49,4.3,3,61,"1,480",null
State,Georgia,All,2019-20,50,5.4,7,70,"1,434",null
State,Georgia,All,2019-20,51,5.2,4,67,"1,356",null
State,Georgia,All,2019-20,52,5.5,10,51,"1,116",null
State,Georgia,All,2019-20,1,7.6,10,56,869,null
State,Hawaii,All,2019-20,40,6.5,0,14,216,null
State,Hawaii,All,2019-20,41,4.7,0,9,192,null
State,Hawaii,All,2019-20,42,8.4,0,19,226,null
State,Hawaii,All,2019-20,43,5.1,0,10,196,null
State,Hawaii,All,2019-20,44,6.6,0,13,197,null
State,Hawaii,All,2019-20,45,5.8,0,12,207,null
State,Hawaii,All,2019-20,46,5,0,10,199,null
State,Hawaii,All,2019-20,47,4.9,0,10,203,null
State,Hawaii,All,2019-20,48,6.2,0,13,210,null
State,Hawaii,All,2019-20,49,7.7,0,16,209,null
State,Hawaii,All,2019-20,50,6.1,0,13,213,null
State,Hawaii,All,2019-20,51,6.3,0,14,224,null
State,Hawaii,All,2019-20,52,5,2,8,200,null
State,Hawaii,All,2019-20,1,9.3,0,17,182,null
State,Idaho,All,2019-20,40,2.6,0,7,270,null
State,Idaho,All,2019-20,41,3.4,0,9,261,null
State,Idaho,All,2019-20,42,2.9,0,8,276,null
State,Idaho,All,2019-20,43,7.5,0,20,266,null
State,Idaho,All,2019-20,44,1.7,0,5,303,null
State,Idaho,All,2019-20,45,3.1,0,9,288,null
State,Idaho,All,2019-20,46,4.5,0,13,290,null
State,Idaho,All,2019-20,47,5.4,0,13,242,null
State,Idaho,All,2019-20,48,3.2,0,9,278,null
State,Idaho,All,2019-20,49,7.2,2,17,265,null
State,Idaho,All,2019-20,50,3.9,1,10,283,null
State,Idaho,All,2019-20,51,5.8,3,14,295,null
State,Idaho,All,2019-20,52,5.7,2,13,262,null
State,Idaho,All,2019-20,1,6.7,2,12,210,null
State,Illinois,All,2019-20,40,6.3,0,127,"2,019",null
State,Illinois,All,2019-20,41,5.7,1,118,"2,103",null
State,Illinois,All,2019-20,42,5.6,0,121,"2,179",null
State,Illinois,All,2019-20,43,4.7,0,102,"2,183",null
State,Illinois,All,2019-20,44,5.4,1,111,"2,063",null
State,Illinois,All,2019-20,45,5.2,2,112,"2,179",null
State,Illinois,All,2019-20,46,4.9,1,106,"2,175",null
State,Illinois,All,2019-20,47,5.2,0,108,"2,069",null
State,Illinois,All,2019-20,48,5.2,2,108,"2,120",null
State,Illinois,All,2019-20,49,5.5,1,115,"2,112",null
State,Illinois,All,2019-20,50,5.8,2,122,"2,141",null
State,Illinois,All,2019-20,51,5.8,3,117,"2,065",null
State,Illinois,All,2019-20,52,5.4,1,109,"2,027",null
State,Illinois,All,2019-20,1,5.8,1,103,"1,786",null
State,Indiana,All,2019-20,40,5.7,0,68,"1,197",null
State,Indiana,All,2019-20,41,6.3,1,76,"1,223",null
State,Indiana,All,2019-20,42,5.9,0,73,"1,238",null
State,Indiana,All,2019-20,43,5.8,1,72,"1,250",null
State,Indiana,All,2019-20,44,5.6,1,72,"1,301",null
State,Indiana,All,2019-20,45,4.6,1,56,"1,240",null
State,Indiana,All,2019-20,46,6.7,0,83,"1,245",null
State,Indiana,All,2019-20,47,4.8,0,61,"1,273",null
State,Indiana,All,2019-20,48,6,1,73,"1,233",null
State,Indiana,All,2019-20,49,6.8,1,83,"1,237",null
State,Indiana,All,2019-20,50,6.7,1,78,"1,187",null
State,Indiana,All,2019-20,51,7.6,4,87,"1,199",null
State,Indiana,All,2019-20,52,7.2,3,65,941,null
State,Indiana,All,2019-20,1,7.2,4,47,713,null
State,Iowa,All,2019-20,40,5.2,1,31,613,null
State,Iowa,All,2019-20,41,6.5,0,38,586,null
State,Iowa,All,2019-20,42,6.5,0,39,599,null
State,Iowa,All,2019-20,43,6.3,1,37,599,null
State,Iowa,All,2019-20,44,5.1,0,31,609,null
State,Iowa,All,2019-20,45,5.9,1,34,589,null
State,Iowa,All,2019-20,46,6.1,2,35,607,null
State,Iowa,All,2019-20,47,6.6,0,41,621,null
State,Iowa,All,2019-20,48,7.4,0,40,543,null
State,Iowa,All,2019-20,49,5.7,3,33,627,null
State,Iowa,All,2019-20,50,7.7,4,40,573,null
State,Iowa,All,2019-20,51,5.5,1,30,566,null
State,Iowa,All,2019-20,52,5.2,1,26,519,null
State,Iowa,All,2019-20,1,5,0,22,440,null
State,Kansas,All,2019-20,40,4.3,0,22,507,null
State,Kansas,All,2019-20,41,4,0,20,501,null
State,Kansas,All,2019-20,42,5.3,0,28,525,null
State,Kansas,All,2019-20,43,3.8,0,21,546,null
State,Kansas,All,2019-20,44,4.9,1,24,510,null
State,Kansas,All,2019-20,45,4,0,21,531,null
State,Kansas,All,2019-20,46,4.9,0,26,530,null
State,Kansas,All,2019-20,47,5.1,0,28,554,null
State,Kansas,All,2019-20,48,5.8,0,27,469,null
State,Kansas,All,2019-20,49,7.6,2,39,537,null
State,Kansas,All,2019-20,50,6.7,0,38,566,null
State,Kansas,All,2019-20,51,5.8,0,29,499,null
State,Kansas,All,2019-20,52,8.2,2,40,513,null
State,Kansas,All,2019-20,1,7.8,2,15,218,null
State,Kentucky,All,2019-20,40,5.9,0,51,864,null
State,Kentucky,All,2019-20,41,6.1,0,56,911,null
State,Kentucky,All,2019-20,42,8.3,0,80,962,null
State,Kentucky,All,2019-20,43,7.1,0,65,912,null
State,Kentucky,All,2019-20,44,7.2,0,63,879,null
State,Kentucky,All,2019-20,45,6.8,1,55,821,null
State,Kentucky,All,2019-20,46,6.9,0,62,898,null
State,Kentucky,All,2019-20,47,7.6,0,71,934,null
State,Kentucky,All,2019-20,48,6.2,0,53,856,null
State,Kentucky,All,2019-20,49,9,5,68,809,null
State,Kentucky,All,2019-20,50,8.5,1,62,739,null
State,Kentucky,All,2019-20,51,7.3,3,45,656,null
State,Kentucky,All,2019-20,52,6.4,3,31,530,null
State,Kentucky,All,2019-20,1,7,1,22,328,null
State,Louisiana,All,2019-20,40,4.3,1,33,782,null
State,Louisiana,All,2019-20,41,4.1,1,34,858,null
State,Louisiana,All,2019-20,42,3.9,0,34,874,null
State,Louisiana,All,2019-20,43,3.6,0,30,842,null
State,Louisiana,All,2019-20,44,4.7,1,35,768,null
State,Louisiana,All,2019-20,45,3.8,1,33,905,null
State,Louisiana,All,2019-20,46,4.1,1,35,872,null
State,Louisiana,All,2019-20,47,3.6,1,28,798,null
State,Louisiana,All,2019-20,48,5.8,1,45,791,null
State,Louisiana,All,2019-20,49,3,0,24,813,null
State,Louisiana,All,2019-20,50,4,1,27,703,null
State,Louisiana,All,2019-20,51,3.4,0,23,668,null
State,Louisiana,All,2019-20,52,4.4,1,20,478,null
State,Louisiana,All,2019-20,1,5.1,2,17,375,null
State,Maine,All,2019-20,40,7.8,0,21,270,null
State,Maine,All,2019-20,41,9.2,0,25,273,null
State,Maine,All,2019-20,42,8.6,0,24,279,null
State,Maine,All,2019-20,43,6.2,0,19,305,null
State,Maine,All,2019-20,44,6.1,0,19,312,null
State,Maine,All,2019-20,45,6.1,0,17,278,null
State,Maine,All,2019-20,46,6.5,0,21,321,null
State,Maine,All,2019-20,47,7.4,0,22,296,null
State,Maine,All,2019-20,48,7.7,1,21,285,null
State,Maine,All,2019-20,49,7.3,0,21,287,null
State,Maine,All,2019-20,50,8.2,0,25,304,null
State,Maine,All,2019-20,51,7.6,1,20,277,null
State,Maine,All,2019-20,52,7.8,5,16,270,null
State,Maine,All,2019-20,1,7,0,21,301,null
State,Maryland,All,2019-20,40,4,1,35,901,null
State,Maryland,All,2019-20,41,4.6,0,43,941,null
State,Maryland,All,2019-20,42,4.4,2,41,983,null
State,Maryland,All,2019-20,43,5.9,0,58,975,null
State,Maryland,All,2019-20,44,4.5,0,43,955,null
State,Maryland,All,2019-20,45,6.6,0,67,"1,011",null
State,Maryland,All,2019-20,46,5.1,0,52,"1,021",null
State,Maryland,All,2019-20,47,6,1,62,"1,045",null
State,Maryland,All,2019-20,48,5.6,2,54,"1,008",null
State,Maryland,All,2019-20,49,5.6,0,52,934,null
State,Maryland,All,2019-20,50,6.9,0,64,932,null
State,Maryland,All,2019-20,51,5.9,0,47,792,null
State,Maryland,All,2019-20,52,5.6,0,44,789,null
State,Maryland,All,2019-20,1,11.1,6,45,458,null
State,Massachusetts,All,2019-20,40,7,0,77,"1,102",null
State,Massachusetts,All,2019-20,41,6.4,0,69,"1,078",null
State,Massachusetts,All,2019-20,42,6.2,0,69,"1,105",null
State,Massachusetts,All,2019-20,43,5.6,0,63,"1,127",null
State,Massachusetts,All,2019-20,44,5.2,0,56,"1,068",null
State,Massachusetts,All,2019-20,45,6,0,65,"1,082",null
State,Massachusetts,All,2019-20,46,6.2,0,68,"1,103",null
State,Massachusetts,All,2019-20,47,6.7,0,81,"1,213",null
State,Massachusetts,All,2019-20,48,5.1,1,58,"1,165",null
State,Massachusetts,All,2019-20,49,7,0,86,"1,226",null
State,Massachusetts,All,2019-20,50,5.5,0,63,"1,146",null
State,Massachusetts,All,2019-20,51,6.8,1,73,"1,087",null
State,Massachusetts,All,2019-20,52,6.3,0,69,"1,100",null
State,Massachusetts,All,2019-20,1,7.3,3,72,"1,022",null
State,Michigan,All,2019-20,40,5.7,0,104,"1,822",null
State,Michigan,All,2019-20,41,4.7,1,84,"1,820",null
State,Michigan,All,2019-20,42,4.3,0,84,"1,946",null
State,Michigan,All,2019-20,43,4.6,0,87,"1,897",null
State,Michigan,All,2019-20,44,4.6,0,88,"1,899",null
State,Michigan,All,2019-20,45,5.2,0,100,"1,933",null
State,Michigan,All,2019-20,46,6,0,116,"1,933",null
State,Michigan,All,2019-20,47,4.7,2,89,"1,928",null
State,Michigan,All,2019-20,48,5,0,95,"1,888",null
State,Michigan,All,2019-20,49,4.5,1,86,"1,918",null
State,Michigan,All,2019-20,50,5.4,2,101,"1,917",null
State,Michigan,All,2019-20,51,5.6,2,101,"1,829",null
State,Michigan,All,2019-20,52,5.4,2,80,"1,515",null
State,Michigan,All,2019-20,1,5.7,7,81,"1,550",null
State,Minnesota,All,2019-20,40,5.4,1,47,886,null
State,Minnesota,All,2019-20,41,4.8,0,44,913,null
State,Minnesota,All,2019-20,42,4.7,0,42,885,null
State,Minnesota,All,2019-20,43,7.3,1,61,849,null
State,Minnesota,All,2019-20,44,5.5,0,47,858,null
State,Minnesota,All,2019-20,45,7.2,0,62,860,null
State,Minnesota,All,2019-20,46,5.6,1,52,940,null
State,Minnesota,All,2019-20,47,5.9,0,52,887,null
State,Minnesota,All,2019-20,48,5.5,0,46,833,null
State,Minnesota,All,2019-20,49,6,1,52,887,null
State,Minnesota,All,2019-20,50,7.6,3,62,854,null
State,Minnesota,All,2019-20,51,5.9,2,50,877,null
State,Minnesota,All,2019-20,52,4.7,2,38,847,null
State,Minnesota,All,2019-20,1,6.7,5,47,779,null
State,Mississippi,All,2019-20,40,5,0,29,583,null
State,Mississippi,All,2019-20,41,7.7,0,45,581,null
State,Mississippi,All,2019-20,42,5.7,0,32,566,null
State,Mississippi,All,2019-20,43,6.6,0,39,591,null
State,Mississippi,All,2019-20,44,7.2,0,44,610,null
State,Mississippi,All,2019-20,45,7.4,0,47,634,null
State,Mississippi,All,2019-20,46,5.8,0,36,618,null
State,Mississippi,All,2019-20,47,5.6,1,34,630,null
State,Mississippi,All,2019-20,48,7.4,2,42,591,null
State,Mississippi,All,2019-20,49,7.8,2,47,627,null
State,Mississippi,All,2019-20,50,8.7,2,55,658,null
State,Mississippi,All,2019-20,51,7.6,2,43,592,null
State,Mississippi,All,2019-20,52,7,2,34,516,null
State,Mississippi,All,2019-20,1,7.4,1,33,462,null
State,Missouri,All,2019-20,40,4.7,0,52,"1,102",null
State,Missouri,All,2019-20,41,3.3,0,36,"1,089",null
State,Missouri,All,2019-20,42,5.3,1,59,"1,127",null
State,Missouri,All,2019-20,43,4.4,0,49,"1,116",null
State,Missouri,All,2019-20,44,5.5,1,64,"1,184",null
State,Missouri,All,2019-20,45,4.1,0,47,"1,157",null
State,Missouri,All,2019-20,46,5,0,60,"1,210",null
State,Missouri,All,2019-20,47,4.6,1,54,"1,202",null
State,Missouri,All,2019-20,48,4.9,5,50,"1,114",null
State,Missouri,All,2019-20,49,5.9,1,61,"1,059",null
State,Missouri,All,2019-20,50,6.6,1,68,"1,039",null
State,Missouri,All,2019-20,51,3.8,2,35,979,null
State,Missouri,All,2019-20,52,4.6,0,43,932,null
State,Missouri,All,2019-20,1,6,3,42,751,null
State,Montana,All,2019-20,40,6.3,0,13,207,null
State,Montana,All,2019-20,41,7.7,0,15,196,null
State,Montana,All,2019-20,42,3.4,0,7,203,null
State,Montana,All,2019-20,43,5.4,0,11,202,null
State,Montana,All,2019-20,44,5.9,0,11,186,null
State,Montana,All,2019-20,45,3,0,6,198,null
State,Montana,All,2019-20,46,5.8,0,11,190,null
State,Montana,All,2019-20,47,4.8,0,9,188,null
State,Montana,All,2019-20,48,5.9,1,10,188,null
State,Montana,All,2019-20,49,6.7,0,15,225,null
State,Montana,All,2019-20,50,5.2,1,9,191,null
State,Montana,All,2019-20,51,7.5,1,12,173,null
State,Montana,All,2019-20,52,7.9,0,9,114,null
State,Montana,All,2019-20,1,5.1,1,5,118,null
State,Nebraska,All,2019-20,40,5.7,0,18,317,null
State,Nebraska,All,2019-20,41,6.5,0,23,354,null
State,Nebraska,All,2019-20,42,7.8,0,25,319,null
State,Nebraska,All,2019-20,43,9.6,0,33,343,null
State,Nebraska,All,2019-20,44,5.4,0,17,313,null
State,Nebraska,All,2019-20,45,6.4,0,19,298,null
State,Nebraska,All,2019-20,46,8,0,25,314,null
State,Nebraska,All,2019-20,47,6.8,0,22,325,null
State,Nebraska,All,2019-20,48,6.2,0,18,292,null
State,Nebraska,All,2019-20,49,7.2,1,23,335,null
State,Nebraska,All,2019-20,50,7,1,21,316,null
State,Nebraska,All,2019-20,51,6.8,2,20,322,null
State,Nebraska,All,2019-20,52,6.7,1,15,239,null
State,Nebraska,All,2019-20,1,8.4,3,14,203,null
State,Nevada,All,2019-20,40,5.7,0,26,459,null
State,Nevada,All,2019-20,41,4.3,0,22,510,null
State,Nevada,All,2019-20,42,6.5,0,27,414,null
State,Nevada,All,2019-20,43,6.9,2,29,449,null
State,Nevada,All,2019-20,44,6.1,0,29,472,null
State,Nevada,All,2019-20,45,6.5,1,31,490,null
State,Nevada,All,2019-20,46,7.2,2,32,472,null
State,Nevada,All,2019-20,47,6.3,0,30,480,null
State,Nevada,All,2019-20,48,6,0,28,469,null
State,Nevada,All,2019-20,49,5.1,1,23,472,null
State,Nevada,All,2019-20,50,5.3,0,25,474,null
State,Nevada,All,2019-20,51,5.1,0,23,448,null
State,Nevada,All,2019-20,52,4.3,3,15,419,null
State,Nevada,All,2019-20,1,7.8,2,26,360,null
State,New Hampshire,All,2019-20,40,6,0,14,234,null
State,New Hampshire,All,2019-20,41,9.3,0,22,236,null
State,New Hampshire,All,2019-20,42,5.5,0,14,254,null
State,New Hampshire,All,2019-20,43,6.7,0,16,238,null
State,New Hampshire,All,2019-20,44,4.4,0,11,250,null
State,New Hampshire,All,2019-20,45,3.8,0,9,240,null
State,New Hampshire,All,2019-20,46,5,0,12,239,null
State,New Hampshire,All,2019-20,47,6.6,0,18,273,null
State,New Hampshire,All,2019-20,48,4.9,0,12,244,null
State,New Hampshire,All,2019-20,49,7.2,0,19,264,null
State,New Hampshire,All,2019-20,50,5.6,0,15,268,null
State,New Hampshire,All,2019-20,51,5.4,0,15,278,null
State,New Hampshire,All,2019-20,52,6.1,0,15,245,null
State,New Hampshire,All,2019-20,1,6.8,1,15,234,null
State,New Jersey,All,2019-20,40,5.5,0,75,"1,366",null
State,New Jersey,All,2019-20,41,5.2,0,74,"1,410",null
State,New Jersey,All,2019-20,42,4.3,2,58,"1,411",null
State,New Jersey,All,2019-20,43,4.6,1,65,"1,443",null
State,New Jersey,All,2019-20,44,5.1,2,65,"1,322",null
State,New Jersey,All,2019-20,45,5.2,0,75,"1,456",null
State,New Jersey,All,2019-20,46,5.7,0,85,"1,479",null
State,New Jersey,All,2019-20,47,3.4,1,49,"1,475",null
State,New Jersey,All,2019-20,48,4.3,1,59,"1,409",null
State,New Jersey,All,2019-20,49,4.9,2,73,"1,524",null
State,New Jersey,All,2019-20,50,4.7,0,72,"1,539",null
State,New Jersey,All,2019-20,51,4.4,0,62,"1,417",null
State,New Jersey,All,2019-20,52,4.9,2,69,"1,443",null
State,New Jersey,All,2019-20,1,4.4,3,21,541,null
State,New Mexico,All,2019-20,40,4.8,0,18,372,null
State,New Mexico,All,2019-20,41,3.1,0,11,356,null
State,New Mexico,All,2019-20,42,7.2,0,24,332,null
State,New Mexico,All,2019-20,43,5.5,0,19,347,null
State,New Mexico,All,2019-20,44,2.9,0,10,350,null
State,New Mexico,All,2019-20,45,3.8,0,13,344,null
State,New Mexico,All,2019-20,46,4.3,0,14,326,null
State,New Mexico,All,2019-20,47,3.7,0,13,355,null
State,New Mexico,All,2019-20,48,5.6,0,21,376,null
State,New Mexico,All,2019-20,49,5.8,2,17,327,null
State,New Mexico,All,2019-20,50,6.3,2,18,316,null
State,New Mexico,All,2019-20,51,5.4,0,15,279,null
State,New Mexico,All,2019-20,52,8.1,2,16,223,null
State,New Mexico,All,2019-20,1,9.1,2,15,187,null
State,New York,All,2019-20,40,6.8,0,128,"1,885",null
State,New York,All,2019-20,41,6.2,1,119,"1,940",null
State,New York,All,2019-20,42,7.4,0,144,"1,942",null
State,New York,All,2019-20,43,8.4,0,153,"1,830",null
State,New York,All,2019-20,44,7.1,0,138,"1,946",null
State,New York,All,2019-20,45,7.2,1,142,"1,974",null
State,New York,All,2019-20,46,6.5,0,129,"1,991",null
State,New York,All,2019-20,47,7.9,2,156,"1,990",null
State,New York,All,2019-20,48,7.2,0,140,"1,937",null
State,New York,All,2019-20,49,6.7,0,136,"2,023",null
State,New York,All,2019-20,50,8.5,1,164,"1,934",null
State,New York,All,2019-20,51,8,0,155,"1,935",null
State,New York,All,2019-20,52,7.8,2,137,"1,790",null
State,New York,All,2019-20,1,9.8,10,172,"1,848",null
State,North Carolina,All,2019-20,40,5.6,2,101,"1,833",null
State,North Carolina,All,2019-20,41,5.2,0,89,"1,696",null
State,North Carolina,All,2019-20,42,5.5,0,97,"1,776",null
State,North Carolina,All,2019-20,43,4.7,0,86,"1,833",null
State,North Carolina,All,2019-20,44,5.3,0,87,"1,635",null
State,North Carolina,All,2019-20,45,4.4,1,67,"1,554",null
State,North Carolina,All,2019-20,46,4.9,0,61,"1,256",null
State,North Carolina,All,2019-20,47,5.8,1,42,744,null
State,North Carolina,All,2019-20,48,4.9,0,7,144,null
State,North Carolina,All,2019-20,49,9.4,0,5,53,null
State,North Carolina,All,2019-20,50,13.6,1,5,44,null
State,North Carolina,All,2019-20,51,7.5,0,3,40,null
State,North Carolina,All,2019-20,52,7.9,1,2,38,null
State,North Carolina,All,2019-20,1,5.9,0,2,34,null
State,North Dakota,All,2019-20,40,5.9,0,7,119,null
State,North Dakota,All,2019-20,41,4.4,0,5,113,null
