AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Virginia,All,2016-17,45,4.8,0,64,"1,339",null
State,Virginia,All,2016-17,46,6,0,80,"1,327",null
State,Virginia,All,2016-17,47,4.4,0,58,"1,310",null
State,Virginia,All,2016-17,48,6.5,1,85,"1,330",null
State,Virginia,All,2016-17,49,6.4,0,83,"1,301",null
State,Virginia,All,2016-17,50,5.9,0,78,"1,325",null
State,Virginia,All,2016-17,51,6,1,79,"1,342",null
State,Virginia,All,2016-17,52,6.1,1,85,"1,414",null
State,Virginia,All,2016-17,1,6.9,6,93,"1,426",null
State,Virginia,All,2016-17,2,7.3,3,101,"1,429",null
State,Virginia,All,2016-17,3,7.6,6,107,"1,484",null
State,Virginia,All,2016-17,4,6.2,4,81,"1,368",null
State,Virginia,All,2016-17,5,6.6,7,84,"1,377",null
State,Virginia,All,2016-17,6,6.4,8,88,"1,492",null
State,Virginia,All,2016-17,7,7.5,7,97,"1,382",null
State,Virginia,All,2016-17,8,6.5,8,87,"1,462",null
State,Virginia,All,2016-17,9,8.4,23,94,"1,397",null
State,Virginia,All,2016-17,10,8.2,14,103,"1,431",null
State,Virginia,All,2016-17,11,5.8,7,74,"1,393",null
State,Virginia,All,2016-17,12,7.6,9,97,"1,400",null
State,Virginia,All,2016-17,13,6.6,15,74,"1,357",null
State,Virginia,All,2016-17,14,6.1,7,74,"1,324",null
State,Virginia,All,2016-17,15,6.4,7,82,"1,393",null
State,Virginia,All,2016-17,16,5.8,4,71,"1,301",null
State,Virginia,All,2016-17,17,5.6,2,70,"1,285",null
State,Virginia,All,2016-17,18,4.2,0,55,"1,314",null
State,Virginia,All,2016-17,19,6,0,76,"1,268",null
State,Virginia,All,2016-17,20,4.7,2,55,"1,222",null
State,Virginia,All,2016-17,21,4.1,0,53,"1,293",null
State,Virginia,All,2016-17,22,5.1,0,67,"1,303",null
State,Virginia,All,2016-17,23,5.3,0,67,"1,253",null
State,Virginia,All,2016-17,24,5.5,1,68,"1,256",null
State,Virginia,All,2016-17,25,4.9,0,60,"1,230",null
State,Virginia,All,2016-17,26,5.4,0,66,"1,218",null
State,Virginia,All,2016-17,27,2.9,0,35,"1,208",null
State,Virginia,All,2016-17,28,4,0,50,"1,242",null
State,Virginia,All,2016-17,29,4.4,0,53,"1,193",null
State,Virginia,All,2016-17,30,4.7,0,56,"1,184",null
State,Virginia,All,2016-17,31,5.1,0,61,"1,194",null
State,Virginia,All,2016-17,32,5,0,62,"1,229",null
State,Virginia,All,2016-17,33,4.7,0,56,"1,183",null
State,Virginia,All,2016-17,34,3.7,0,45,"1,208",null
State,Virginia,All,2016-17,35,4.8,0,61,"1,262",null
State,Virginia,All,2016-17,36,4.8,0,57,"1,194",null
State,Virginia,All,2016-17,37,4.8,0,61,"1,260",null
State,Virginia,All,2016-17,38,5.5,1,71,"1,311",null
State,Virginia,All,2016-17,39,4.9,0,61,"1,235",null
State,Washington,All,2016-17,40,5.8,0,59,"1,009",null
State,Washington,All,2016-17,41,5.7,1,59,"1,054",null
State,Washington,All,2016-17,42,5.8,1,60,"1,059",null
State,Washington,All,2016-17,43,5.4,1,52,985,null
State,Washington,All,2016-17,44,5.7,0,59,"1,031",null
State,Washington,All,2016-17,45,5.9,0,58,984,null
State,Washington,All,2016-17,46,6,0,64,"1,064",null
State,Washington,All,2016-17,47,6.5,2,63,"1,001",null
State,Washington,All,2016-17,48,5.6,2,54,997,null
State,Washington,All,2016-17,49,7.2,0,79,"1,095",null
State,Washington,All,2016-17,50,7.5,2,81,"1,108",null
State,Washington,All,2016-17,51,7.1,7,77,"1,180",null
State,Washington,All,2016-17,52,10.1,20,102,"1,204",null
State,Washington,All,2016-17,1,9.9,44,86,"1,311",null
State,Washington,All,2016-17,2,11.5,52,107,"1,381",null
State,Washington,All,2016-17,3,12,48,120,"1,400",null
State,Washington,All,2016-17,4,12.4,48,117,"1,333",null
State,Washington,All,2016-17,5,13.3,37,128,"1,239",null
State,Washington,All,2016-17,6,10.4,26,102,"1,231",null
State,Washington,All,2016-17,7,10,24,101,"1,249",null
State,Washington,All,2016-17,8,9,21,84,"1,173",null
State,Washington,All,2016-17,9,7.7,8,82,"1,163",null
State,Washington,All,2016-17,10,9,11,90,"1,125",null
State,Washington,All,2016-17,11,6.9,3,74,"1,110",null
State,Washington,All,2016-17,12,8.7,3,97,"1,145",null
State,Washington,All,2016-17,13,5.6,1,60,"1,087",null
State,Washington,All,2016-17,14,5.9,1,64,"1,104",null
State,Washington,All,2016-17,15,7.3,4,74,"1,068",null
State,Washington,All,2016-17,16,7.3,4,72,"1,035",null
State,Washington,All,2016-17,17,7.4,1,73,"1,000",null
State,Washington,All,2016-17,18,6,1,65,"1,096",null
State,Washington,All,2016-17,19,5.8,0,59,"1,009",null
State,Washington,All,2016-17,20,6.4,1,68,"1,074",null
State,Washington,All,2016-17,21,7.2,1,69,975,null
State,Washington,All,2016-17,22,5.8,0,61,"1,049",null
State,Washington,All,2016-17,23,6.7,0,68,"1,020",null
State,Washington,All,2016-17,24,4.2,1,38,933,null
State,Washington,All,2016-17,25,5.1,1,48,961,null
State,Washington,All,2016-17,26,5.3,1,54,"1,032",null
State,Washington,All,2016-17,27,4.7,0,49,"1,035",null
State,Washington,All,2016-17,28,6.5,0,64,989,null
State,Washington,All,2016-17,29,4.4,0,44,"1,011",null
State,Washington,All,2016-17,30,7.1,0,71,"1,001",null
State,Washington,All,2016-17,31,4.6,0,47,"1,032",null
State,Washington,All,2016-17,32,4.5,0,47,"1,046",null
State,Washington,All,2016-17,33,4.1,0,41,"1,008",null
State,Washington,All,2016-17,34,5.9,0,61,"1,038",null
State,Washington,All,2016-17,35,4.3,0,44,"1,023",null
State,Washington,All,2016-17,36,4.8,0,48,996,null
State,Washington,All,2016-17,37,4.6,1,45,"1,008",null
State,Washington,All,2016-17,38,6.1,0,63,"1,032",null
State,Washington,All,2016-17,39,5.2,1,55,"1,070",null
State,West Virginia,All,2016-17,40,7.1,0,32,448,null
State,West Virginia,All,2016-17,41,7.1,0,31,438,null
State,West Virginia,All,2016-17,42,5.8,0,24,415,null
State,West Virginia,All,2016-17,43,7.2,1,30,430,null
State,West Virginia,All,2016-17,44,9,1,39,443,null
State,West Virginia,All,2016-17,45,5.7,0,25,438,null
State,West Virginia,All,2016-17,46,5.6,0,24,428,null
State,West Virginia,All,2016-17,47,8.1,1,35,445,null
State,West Virginia,All,2016-17,48,4.6,1,20,455,null
State,West Virginia,All,2016-17,49,6.3,0,29,461,null
State,West Virginia,All,2016-17,50,6.9,0,33,477,null
State,West Virginia,All,2016-17,51,8.4,1,34,418,null
State,West Virginia,All,2016-17,52,10.3,1,48,478,null
State,West Virginia,All,2016-17,1,8.3,2,40,505,null
State,West Virginia,All,2016-17,2,6.8,0,36,531,null
State,West Virginia,All,2016-17,3,6.7,2,32,511,null
State,West Virginia,All,2016-17,4,9.8,1,47,491,null
State,West Virginia,All,2016-17,5,9.5,2,46,507,null
State,West Virginia,All,2016-17,6,9,3,39,469,null
State,West Virginia,All,2016-17,7,9,5,38,480,null
State,West Virginia,All,2016-17,8,8.1,4,35,480,null
State,West Virginia,All,2016-17,9,10.3,2,44,445,null
State,West Virginia,All,2016-17,10,8.9,3,37,448,null
State,West Virginia,All,2016-17,11,7.5,2,34,478,null
State,West Virginia,All,2016-17,12,12,3,57,501,null
State,West Virginia,All,2016-17,13,9.1,4,41,493,null
State,West Virginia,All,2016-17,14,7,4,29,470,null
State,West Virginia,All,2016-17,15,9.7,1,46,483,null
State,West Virginia,All,2016-17,16,8.8,0,38,433,null
State,West Virginia,All,2016-17,17,8.5,0,36,422,null
State,West Virginia,All,2016-17,18,7.5,0,32,426,null
State,West Virginia,All,2016-17,19,10,0,40,401,null
State,West Virginia,All,2016-17,20,5,0,21,419,null
State,West Virginia,All,2016-17,21,6.4,0,25,390,null
State,West Virginia,All,2016-17,22,7.8,0,33,422,null
State,West Virginia,All,2016-17,23,8.1,0,35,430,null
State,West Virginia,All,2016-17,24,7.1,1,28,408,null
State,West Virginia,All,2016-17,25,6.8,0,29,426,null
State,West Virginia,All,2016-17,26,7.8,0,32,409,null
State,West Virginia,All,2016-17,27,7.3,0,31,424,null
State,West Virginia,All,2016-17,28,7.6,0,31,410,null
State,West Virginia,All,2016-17,29,7.5,0,29,388,null
State,West Virginia,All,2016-17,30,6.2,1,24,402,null
State,West Virginia,All,2016-17,31,4.2,0,16,382,null
State,West Virginia,All,2016-17,32,6.2,0,23,370,null
State,West Virginia,All,2016-17,33,6.7,0,30,446,null
State,West Virginia,All,2016-17,34,7.8,0,34,435,null
State,West Virginia,All,2016-17,35,6.5,0,28,429,null
State,West Virginia,All,2016-17,36,4.1,0,17,417,null
State,West Virginia,All,2016-17,37,5.9,0,24,407,null
State,West Virginia,All,2016-17,38,6.4,0,26,409,null
State,West Virginia,All,2016-17,39,6.7,0,27,405,null
State,Wisconsin,All,2016-17,40,5.2,0,51,984,null
State,Wisconsin,All,2016-17,41,6.1,0,63,"1,039",null
State,Wisconsin,All,2016-17,42,4.7,0,47,995,null
State,Wisconsin,All,2016-17,43,6.1,1,58,971,null
State,Wisconsin,All,2016-17,44,5.1,0,48,941,null
State,Wisconsin,All,2016-17,45,5.3,1,56,"1,072",null
State,Wisconsin,All,2016-17,46,4.1,0,42,"1,015",null
State,Wisconsin,All,2016-17,47,5.8,0,58,"1,007",null
State,Wisconsin,All,2016-17,48,5.8,0,57,976,null
State,Wisconsin,All,2016-17,49,6.9,0,72,"1,036",null
State,Wisconsin,All,2016-17,50,6.4,0,68,"1,062",null
State,Wisconsin,All,2016-17,51,5.4,1,60,"1,125",null
State,Wisconsin,All,2016-17,52,5.8,1,63,"1,113",null
State,Wisconsin,All,2016-17,1,7.9,4,83,"1,101",null
State,Wisconsin,All,2016-17,2,7.4,2,79,"1,102",null
State,Wisconsin,All,2016-17,3,6.7,1,73,"1,098",null
State,Wisconsin,All,2016-17,4,7.8,4,83,"1,115",null
State,Wisconsin,All,2016-17,5,7.5,4,79,"1,104",null
State,Wisconsin,All,2016-17,6,7.1,7,73,"1,132",null
State,Wisconsin,All,2016-17,7,7.6,11,71,"1,081",null
State,Wisconsin,All,2016-17,8,8.9,15,77,"1,033",null
State,Wisconsin,All,2016-17,9,9.6,22,79,"1,048",null
State,Wisconsin,All,2016-17,10,9.1,22,75,"1,065",null
State,Wisconsin,All,2016-17,11,7.9,18,66,"1,062",null
State,Wisconsin,All,2016-17,12,6.5,13,58,"1,100",null
State,Wisconsin,All,2016-17,13,8.2,19,66,"1,036",null
State,Wisconsin,All,2016-17,14,7.4,13,65,"1,058",null
State,Wisconsin,All,2016-17,15,6.1,6,57,"1,026",null
State,Wisconsin,All,2016-17,16,7.2,8,61,953,null
State,Wisconsin,All,2016-17,17,4.8,2,45,974,null
State,Wisconsin,All,2016-17,18,6.9,6,62,983,null
State,Wisconsin,All,2016-17,19,5.2,2,51,"1,011",null
State,Wisconsin,All,2016-17,20,4.8,1,45,962,null
State,Wisconsin,All,2016-17,21,5.4,0,54,"1,005",null
State,Wisconsin,All,2016-17,22,5.3,0,51,965,null
State,Wisconsin,All,2016-17,23,4.9,0,45,925,null
State,Wisconsin,All,2016-17,24,5.1,0,48,945,null
State,Wisconsin,All,2016-17,25,4.7,1,42,922,null
State,Wisconsin,All,2016-17,26,5.6,0,55,988,null
State,Wisconsin,All,2016-17,27,4.5,0,43,951,null
State,Wisconsin,All,2016-17,28,5.7,0,53,937,null
State,Wisconsin,All,2016-17,29,3.7,0,33,886,null
State,Wisconsin,All,2016-17,30,4.6,1,43,957,null
State,Wisconsin,All,2016-17,31,5.2,0,47,899,null
State,Wisconsin,All,2016-17,32,4.3,0,42,976,null
State,Wisconsin,All,2016-17,33,4.8,0,45,940,null
State,Wisconsin,All,2016-17,34,4.2,0,38,901,null
State,Wisconsin,All,2016-17,35,4.4,0,41,937,null
State,Wisconsin,All,2016-17,36,4.6,0,45,981,null
State,Wisconsin,All,2016-17,37,5.4,0,54,"1,002",null
State,Wisconsin,All,2016-17,38,4.6,0,46,"1,002",null
State,Wisconsin,All,2016-17,39,4.1,0,37,904,null
State,Wyoming,All,2016-17,40,3.8,0,3,80,null
State,Wyoming,All,2016-17,41,5.2,0,5,96,null
State,Wyoming,All,2016-17,42,5.5,0,5,91,null
State,Wyoming,All,2016-17,43,8.5,0,7,82,null
State,Wyoming,All,2016-17,44,6.2,0,5,81,null
State,Wyoming,All,2016-17,45,8.5,0,7,82,null
State,Wyoming,All,2016-17,46,5.4,0,5,93,null
State,Wyoming,All,2016-17,47,6.9,0,7,101,null
State,Wyoming,All,2016-17,48,2.5,0,2,79,null
State,Wyoming,All,2016-17,49,6.9,0,7,102,null
State,Wyoming,All,2016-17,50,7.8,0,9,116,null
State,Wyoming,All,2016-17,51,6.3,0,6,96,null
State,Wyoming,All,2016-17,52,7.5,3,4,93,null
State,Wyoming,All,2016-17,1,13.1,1,12,99,null
State,Wyoming,All,2016-17,2,9.4,2,7,96,null
State,Wyoming,All,2016-17,3,9.6,1,8,94,null
State,Wyoming,All,2016-17,4,6.7,0,7,105,null
State,Wyoming,All,2016-17,5,10.8,0,11,102,null
State,Wyoming,All,2016-17,6,7.4,4,3,95,null
State,Wyoming,All,2016-17,7,8.5,0,8,94,null
State,Wyoming,All,2016-17,8,5.1,2,3,98,null
State,Wyoming,All,2016-17,9,14.7,0,15,102,null
State,Wyoming,All,2016-17,10,8,0,7,88,null
State,Wyoming,All,2016-17,11,12.1,1,11,99,null
State,Wyoming,All,2016-17,12,13,0,13,100,null
State,Wyoming,All,2016-17,13,7.4,0,7,95,null
State,Wyoming,All,2016-17,14,9.9,0,9,91,null
State,Wyoming,All,2016-17,15,3.7,0,4,108,null
State,Wyoming,All,2016-17,16,4.8,0,5,104,null
State,Wyoming,All,2016-17,17,5.7,0,5,87,null
State,Wyoming,All,2016-17,18,3.9,0,4,102,null
State,Wyoming,All,2016-17,19,4.6,0,4,87,null
State,Wyoming,All,2016-17,20,9.4,0,10,106,null
State,Wyoming,All,2016-17,21,12.4,0,11,89,null
State,Wyoming,All,2016-17,22,6.6,0,5,76,null
State,Wyoming,All,2016-17,23,2.5,0,2,79,null
State,Wyoming,All,2016-17,24,4.7,0,4,85,null
State,Wyoming,All,2016-17,25,7.1,0,6,84,null
State,Wyoming,All,2016-17,26,6.4,0,5,78,null
State,Wyoming,All,2016-17,27,8,0,7,87,null
State,Wyoming,All,2016-17,28,9,0,7,78,null
State,Wyoming,All,2016-17,29,6.8,0,6,88,null
State,Wyoming,All,2016-17,30,2.7,0,2,74,null
State,Wyoming,All,2016-17,31,9.5,0,8,84,null
State,Wyoming,All,2016-17,32,4.5,0,4,88,null
State,Wyoming,All,2016-17,33,4.7,0,4,85,null
State,Wyoming,All,2016-17,34,4.8,0,4,83,null
State,Wyoming,All,2016-17,35,7.5,0,6,80,null
State,Wyoming,All,2016-17,36,6.7,0,6,89,null
State,Wyoming,All,2016-17,37,9.1,0,7,77,null
State,Wyoming,All,2016-17,38,10.1,0,8,79,null
State,Wyoming,All,2016-17,39,7.7,0,7,91,null
State,New York City,All,2016-17,40,7.5,0,77,"1,033",null
State,New York City,All,2016-17,41,8.2,0,84,"1,019",null
State,New York City,All,2016-17,42,9,0,95,"1,053",null
State,New York City,All,2016-17,43,7.6,0,73,966,null
State,New York City,All,2016-17,44,9.1,0,94,"1,036",null
State,New York City,All,2016-17,45,7.4,0,79,"1,061",null
State,New York City,All,2016-17,46,7.9,0,86,"1,092",null
State,New York City,All,2016-17,47,9.3,0,93,999,null
State,New York City,All,2016-17,48,9.3,1,102,"1,110",null
State,New York City,All,2016-17,49,7.8,1,79,"1,027",null
State,New York City,All,2016-17,50,8.9,0,97,"1,086",null
State,New York City,All,2016-17,51,8.1,3,90,"1,152",null
State,New York City,All,2016-17,52,9.9,2,109,"1,118",null
State,New York City,All,2016-17,1,10.8,7,121,"1,189",null
State,New York City,All,2016-17,2,10.4,9,113,"1,178",null
State,New York City,All,2016-17,3,11.5,5,125,"1,133",null
State,New York City,All,2016-17,4,9.5,11,101,"1,185",null
State,New York City,All,2016-17,5,9.7,6,105,"1,145",null
State,New York City,All,2016-17,6,9.6,6,104,"1,146",null
State,New York City,All,2016-17,7,10.5,4,111,"1,094",null
State,New York City,All,2016-17,8,9.8,4,100,"1,061",null
State,New York City,All,2016-17,9,8.3,5,80,"1,021",null
State,New York City,All,2016-17,10,8.6,2,88,"1,051",null
State,New York City,All,2016-17,11,8.4,1,92,"1,104",null
State,New York City,All,2016-17,12,7.5,5,74,"1,059",null
State,New York City,All,2016-17,13,7.7,1,74,974,null
State,New York City,All,2016-17,14,9,2,87,990,null
State,New York City,All,2016-17,15,8.3,1,86,"1,043",null
State,New York City,All,2016-17,16,9.5,2,94,"1,012",null
State,New York City,All,2016-17,17,8.1,3,81,"1,031",null
State,New York City,All,2016-17,18,8.6,0,87,"1,015",null
State,New York City,All,2016-17,19,6.3,1,62,"1,002",null
State,New York City,All,2016-17,20,6.3,0,68,"1,071",null
State,New York City,All,2016-17,21,7.7,0,77,995,null
State,New York City,All,2016-17,22,7.9,1,76,971,null
State,New York City,All,2016-17,23,7.6,0,71,938,null
State,New York City,All,2016-17,24,8.5,0,84,985,null
State,New York City,All,2016-17,25,7.9,0,78,988,null
State,New York City,All,2016-17,26,7.6,0,72,950,null
State,New York City,All,2016-17,27,9,0,88,982,null
State,New York City,All,2016-17,28,7.8,0,73,941,null
State,New York City,All,2016-17,29,7.2,0,69,955,null
State,New York City,All,2016-17,30,8.4,0,77,921,null
State,New York City,All,2016-17,31,7.8,0,75,962,null
State,New York City,All,2016-17,32,8.5,0,82,964,null
State,New York City,All,2016-17,33,8.4,0,85,"1,006",null
State,New York City,All,2016-17,34,8.9,0,87,977,null
State,New York City,All,2016-17,35,6.5,0,63,969,null
State,New York City,All,2016-17,36,8.3,0,80,969,null
State,New York City,All,2016-17,37,7.5,0,75,"1,002",null
State,New York City,All,2016-17,38,5.4,0,51,948,null
State,New York City,All,2016-17,39,6.6,0,69,"1,041",null
State,Alabama,All,2015-16,40,4.7,0,46,979,null
State,Alabama,All,2015-16,41,3.8,0,34,889,null
State,Alabama,All,2015-16,42,5.3,0,52,978,null
State,Alabama,All,2015-16,43,7,0,68,968,null
State,Alabama,All,2015-16,44,5.3,0,48,906,null
State,Alabama,All,2015-16,45,5.8,0,56,968,null
State,Alabama,All,2015-16,46,5.1,0,53,"1,041",null
State,Alabama,All,2015-16,47,6.2,1,63,"1,031",null
State,Alabama,All,2015-16,48,5.6,0,55,976,null
State,Alabama,All,2015-16,49,5.4,0,56,"1,045",null
State,Alabama,All,2015-16,50,5.5,0,55,"1,005",null
State,Alabama,All,2015-16,51,7.5,2,79,"1,078",null
State,Alabama,All,2015-16,52,5.9,1,58,999,null
State,Alabama,All,2015-16,1,7,1,71,"1,027",null
State,Alabama,All,2015-16,2,7.4,0,78,"1,060",null
State,Alabama,All,2015-16,3,6.6,0,69,"1,052",null
State,Alabama,All,2015-16,4,6.4,0,67,"1,043",null
State,Alabama,All,2015-16,5,5.9,1,65,"1,121",null
State,Alabama,All,2015-16,6,5.8,0,64,"1,098",null
State,Alabama,All,2015-16,7,6.6,0,75,"1,135",null
State,Alabama,All,2015-16,8,7,0,69,980,null
State,Alabama,All,2015-16,9,7.3,3,72,"1,024",null
State,Alabama,All,2015-16,10,6.1,1,64,"1,063",null
State,Alabama,All,2015-16,11,7.1,6,67,"1,029",null
State,Alabama,All,2015-16,12,6.5,1,65,"1,017",null
State,Alabama,All,2015-16,13,7.1,5,65,984,null
State,Alabama,All,2015-16,14,5.4,0,55,"1,017",null
State,Alabama,All,2015-16,15,7.2,1,67,950,null
State,Alabama,All,2015-16,16,5.3,1,53,"1,020",null
State,Alabama,All,2015-16,17,4.4,0,44,990,null
State,Alabama,All,2015-16,18,5.7,1,55,986,null
State,Alabama,All,2015-16,19,4.8,0,47,970,null
State,Alabama,All,2015-16,20,6.6,1,62,951,null
State,Alabama,All,2015-16,21,6,0,57,950,null
State,Alabama,All,2015-16,22,4.8,0,47,976,null
State,Alabama,All,2015-16,23,4.7,0,47,991,null
State,Alabama,All,2015-16,24,4.9,0,44,889,null
State,Alabama,All,2015-16,25,4.9,0,48,988,null
State,Alabama,All,2015-16,26,4.6,0,43,936,null
State,Alabama,All,2015-16,27,4.5,0,42,924,null
State,Alabama,All,2015-16,28,4.9,0,48,985,null
State,Alabama,All,2015-16,29,4.8,0,45,940,null
State,Alabama,All,2015-16,30,6.2,0,58,942,null
State,Alabama,All,2015-16,31,4.5,0,42,924,null
State,Alabama,All,2015-16,32,5,0,46,928,null
State,Alabama,All,2015-16,33,3.1,0,31,997,null
State,Alabama,All,2015-16,34,4.1,0,40,972,null
State,Alabama,All,2015-16,35,5.9,0,55,932,null
State,Alabama,All,2015-16,36,5.6,0,52,932,null
State,Alabama,All,2015-16,37,7.1,0,70,980,null
State,Alabama,All,2015-16,38,5.7,0,57,993,null
State,Alabama,All,2015-16,39,3.9,0,37,956,null
State,Alaska,All,2015-16,40,5.3,1,4,95,null
State,Alaska,All,2015-16,41,5.2,0,5,96,null
State,Alaska,All,2015-16,42,7.5,0,6,80,null
State,Alaska,All,2015-16,43,4.2,0,3,72,null
State,Alaska,All,2015-16,44,2.5,0,2,81,null
State,Alaska,All,2015-16,45,4.1,0,3,74,null
State,Alaska,All,2015-16,46,4.6,0,4,87,null
State,Alaska,All,2015-16,47,10,0,9,90,null
State,Alaska,All,2015-16,48,7.4,0,6,81,null
State,Alaska,All,2015-16,49,5.1,0,4,78,null
State,Alaska,All,2015-16,50,3.9,0,3,76,null
State,Alaska,All,2015-16,51,4.8,0,4,84,null
State,Alaska,All,2015-16,52,7,0,7,100,null
State,Alaska,All,2015-16,1,1.1,0,1,88,null
State,Alaska,All,2015-16,2,4.9,0,4,82,null
State,Alaska,All,2015-16,3,4.7,0,4,85,null
State,Alaska,All,2015-16,4,7.6,1,7,105,null
State,Alaska,All,2015-16,5,3.6,1,2,84,null
State,Alaska,All,2015-16,6,6.3,0,6,95,null
State,Alaska,All,2015-16,7,2.6,0,2,78,null
State,Alaska,All,2015-16,8,11.5,0,7,61,null
State,Alaska,All,2015-16,9,9.1,1,7,88,null
State,Alaska,All,2015-16,10,4.4,0,4,90,null
State,Alaska,All,2015-16,11,5.6,1,4,90,null
State,Alaska,All,2015-16,12,4.5,0,4,88,null
State,Alaska,All,2015-16,13,9.4,0,8,85,null
State,Alaska,All,2015-16,14,4.7,0,4,86,null
State,Alaska,All,2015-16,15,5.6,1,4,89,null
State,Alaska,All,2015-16,16,2.2,0,2,89,null
State,Alaska,All,2015-16,17,9.1,1,7,88,null
State,Alaska,All,2015-16,18,5.3,1,3,76,null
State,Alaska,All,2015-16,19,7,1,5,86,null
State,Alaska,All,2015-16,20,9.5,0,10,105,null
State,Alaska,All,2015-16,21,3,0,2,66,null
State,Alaska,All,2015-16,22,4.7,0,5,106,null
State,Alaska,All,2015-16,23,1.2,0,1,85,null
State,Alaska,All,2015-16,24,2.5,0,2,80,null
State,Alaska,All,2015-16,25,6.8,1,4,74,null
State,Alaska,All,2015-16,26,0,0,0,83,null
State,Alaska,All,2015-16,27,2.4,0,2,84,null
State,Alaska,All,2015-16,28,3.2,0,3,93,null
State,Alaska,All,2015-16,29,2.5,0,2,81,null
State,Alaska,All,2015-16,30,2.2,0,2,89,null
State,Alaska,All,2015-16,31,8.1,0,7,86,null
State,Alaska,All,2015-16,32,4,0,3,75,null
State,Alaska,All,2015-16,33,3.1,0,2,65,null
State,Alaska,All,2015-16,34,2.9,0,2,69,null
State,Alaska,All,2015-16,35,6,0,5,83,null
State,Alaska,All,2015-16,36,5.7,0,5,87,null
State,Alaska,All,2015-16,37,2.1,0,2,96,null
State,Alaska,All,2015-16,38,1.6,0,1,64,null
State,Alaska,All,2015-16,39,3.9,0,3,77,null
State,Arizona,All,2015-16,40,6.1,0,61,"1,004",null
State,Arizona,All,2015-16,41,4.9,0,47,964,null
State,Arizona,All,2015-16,42,5.2,0,50,955,null
State,Arizona,All,2015-16,43,5,0,49,982,null
State,Arizona,All,2015-16,44,5.2,0,52,991,null
State,Arizona,All,2015-16,45,5.1,0,59,"1,154",null
State,Arizona,All,2015-16,46,5.3,0,58,"1,090",null
State,Arizona,All,2015-16,47,6.6,1,68,"1,046",null
State,Arizona,All,2015-16,48,4.6,1,48,"1,062",null
State,Arizona,All,2015-16,49,6.1,0,70,"1,148",null
State,Arizona,All,2015-16,50,6.6,0,74,"1,121",null
State,Arizona,All,2015-16,51,7.1,0,77,"1,086",null
State,Arizona,All,2015-16,52,6.7,1,72,"1,088",null
State,Arizona,All,2015-16,1,5.8,2,63,"1,120",null
State,Arizona,All,2015-16,2,5.6,1,65,"1,178",null
State,Arizona,All,2015-16,3,7.2,3,81,"1,164",null
State,Arizona,All,2015-16,4,7.4,7,80,"1,177",null
State,Arizona,All,2015-16,5,8.1,8,88,"1,178",null
State,Arizona,All,2015-16,6,8.2,14,89,"1,249",null
State,Arizona,All,2015-16,7,9.9,21,105,"1,271",null
State,Arizona,All,2015-16,8,9.4,21,96,"1,245",null
State,Arizona,All,2015-16,9,10.5,24,104,"1,215",null
State,Arizona,All,2015-16,10,10.9,21,115,"1,251",null
State,Arizona,All,2015-16,11,8.5,23,85,"1,275",null
State,Arizona,All,2015-16,12,8.9,8,96,"1,173",null
State,Arizona,All,2015-16,13,8.6,11,89,"1,157",null
State,Arizona,All,2015-16,14,7.8,2,86,"1,126",null
State,Arizona,All,2015-16,15,8.5,5,87,"1,081",null
State,Arizona,All,2015-16,16,6.8,4,71,"1,096",null
State,Arizona,All,2015-16,17,5.8,3,59,"1,072",null
State,Arizona,All,2015-16,18,5.3,2,53,"1,031",null
State,Arizona,All,2015-16,19,5.6,1,58,"1,055",null
State,Arizona,All,2015-16,20,6.6,1,71,"1,086",null
State,Arizona,All,2015-16,21,5.4,2,51,988,null
State,Arizona,All,2015-16,22,4.4,1,45,"1,049",null
State,Arizona,All,2015-16,23,4.5,1,48,"1,087",null
State,Arizona,All,2015-16,24,4.3,0,43,"1,002",null
State,Arizona,All,2015-16,25,4.9,0,52,"1,057",null
State,Arizona,All,2015-16,26,3.6,1,37,"1,057",null
State,Arizona,All,2015-16,27,4,0,40,"1,011",null
State,Arizona,All,2015-16,28,5.5,0,54,982,null
State,Arizona,All,2015-16,29,3.8,0,39,"1,013",null
State,Arizona,All,2015-16,30,4.8,0,52,"1,078",null
State,Arizona,All,2015-16,31,5.9,0,58,986,null
State,Arizona,All,2015-16,32,4.2,0,42,"1,008",null
State,Arizona,All,2015-16,33,4.6,0,47,"1,012",null
State,Arizona,All,2015-16,34,5.3,0,52,990,null
State,Arizona,All,2015-16,35,4.6,0,48,"1,036",null
State,Arizona,All,2015-16,36,6.5,0,65,"1,005",null
State,Arizona,All,2015-16,37,6.4,1,59,934,null
State,Arizona,All,2015-16,38,5.1,0,53,"1,040",null
State,Arizona,All,2015-16,39,4.6,0,46,990,null
State,Arkansas,All,2015-16,40,4.3,0,25,583,null
State,Arkansas,All,2015-16,41,9.5,0,54,569,null
State,Arkansas,All,2015-16,42,8.6,0,52,608,null
State,Arkansas,All,2015-16,43,7.2,0,45,626,null
State,Arkansas,All,2015-16,44,6.6,0,36,542,null
State,Arkansas,All,2015-16,45,5.8,0,35,599,null
State,Arkansas,All,2015-16,46,6.5,0,38,588,null
State,Arkansas,All,2015-16,47,8,1,47,600,null
State,Arkansas,All,2015-16,48,6.8,0,41,601,null
